role,genre,age,comment,kind_of_comment,complaint
alumno,mujer,25,"Me encanta la vibra de la cafetería, siempre hay buen ambiente.",positivo,
alumno,mujer,25,"El precio está elevado para lo que ofrecen; como alumna, me cuesta justificarlo.",negativo,precio
trabajador,hombre,36,"Como trabajador, la cafetería me atiende bien y me siento cómodo.",positivo,
madre,mujer,74,Me encanta la atención cálida y la comida sabrosa durante mis visitas a la cafetería de la Universidad Panamericana.,positivo,
maestro,hombre,49,"Como profesor de la Universidad Panamericana, el sabor de la comida de la cafetería me parece deficiente y la atención tampoco ayuda.",negativo,sabor
maestro,mujer,47,La cafetería de la Universidad Panamericana me mantiene con energía para mis tardes entre clases.,positivo,
alumno,hombre,17,"El sabor de la comida está pésimo, neta; podría mejorar mucho.",negativo,sabor
trabajador,mujer,49,La cafetería me atiende muy bien y las opciones son útiles para mi jornada.,positivo,
maestro,mujer,41,La variedad de opciones está muy limitada y eso me afecta como maestra.,negativo,variedad
visita,mujer,34,"Me gustó mucho la atención y el ambiente, volveré pronto.",positivo,
madre,mujer,76,El precio en la cafetería de la Universidad Panamericana está muy alto para mi presupuesto como mamá de 76 años.,negativo,precio
maestro,hombre,56,"La cafetería está como se espera, sin sobresaltos.",neutro,
alumno,mujer,27,"Como alumna, me encanta la cafetería: buen ambiente y servicio.",positivo,
padre,hombre,58,"Como padre de 58, la cafetería cumple.",neutro,
alumno,hombre,24,"La cafetería me cae bien, buen servicio y ambiente.",positivo,
alumno,hombre,26,"La cafetería de la Universidad Panamericana está increíble, el servicio siempre amable.",positivo,
trabajador,hombre,39,Las instalaciones de la cafetería universitaria están en mal estado y afectan mi jornada como trabajador.,negativo,instalaciones
visita,hombre,21,"Como visitante, la variedad me dejó con gusto a poco; opciones repetidas.",negativo,variedad
maestro,hombre,44,"Como maestro, la cafetería cumple para las jornadas.",neutro,
maestro,mujer,31,"El sabor está pésimo, como maestra me deja desilusionada.",negativo,sabor
padre,hombre,63,La cafetería está muy buena; siempre alienta mis días de visita con mi hijo.,positivo,
maestro,mujer,38,"Como profesora, la cafetería funciona bien a diario.",neutro,
padre,hombre,44,"Como papá, aprecio el ambiente y la buena atención en la cafetería.",positivo,
padre,hombre,57,"Como padre de 57 años, la variedad de opciones en la cafetería está muy limitada y eso ya cansa.",negativo,variedad
madre,mujer,78,,positivo,
alumno,mujer,18,"Como alumna de 18 años, el precio me parece elevado para lo que ofrecen.",negativo,precio
alumno,mujer,23,"La cafetería de la uni fue correcta, sin sorpresas.",neutro,
maestro,hombre,49,"Como profesor, la atención y la calidad de la cafetería me ayudan a recargar energías entre clases.",positivo,
alumno,hombre,24,Variedad limitada en la cafetería y el precio está alto.,negativo,variedad
alumno,mujer,23,"Como alumna, el precio está muy alto para lo que ofrecen, además el sabor no compensa.",negativo,precio
alumno,hombre,23,El precio está demasiado alto para una cafetería universitaria; no alcanza para un snack entre clases.,negativo,precio
madre,mujer,71,"Como mamá de 71 años, el sabor de la comida de la cafetería me decepciona.",negativo,sabor
visita,mujer,38,"Mi visita fue neutral, sin comentarios.",neutro,
alumno,hombre,20,"El precio está carísimo, la comida no vale lo que cuesta y la atención deja mucho que desear.",negativo,precio
maestro,hombre,53,"Como profesor, la cafetería es adecuada para descansar entre clases.",neutro,
alumno,mujer,22,"La cafetería me encanta, buen ambiente para estudiar entre clases.",positivo,
alumno,hombre,19,"La cafetería de la uni está excelente, buen ambiente y servicio.",positivo,
padre,hombre,44,"Como padre, la cafetería funciona para la rutina diaria.",neutro,
maestro,hombre,60,"Como maestro, disfruto la comida de la cafetería y el ambiente.",positivo,
alumno,mujer,27,"Me encanta la cafetería, siempre buen ambiente y atención cordial.",positivo,
visita,hombre,62,"Como visitante, quedé muy satisfecho con el trato del personal y regresaré con gusto.",positivo,
maestro,mujer,38,"Como profesora, aprecio que la cafetería siempre esté agradable y eficiente.",positivo,
alumno,hombre,29,El precio de los platillos está por las nubes para lo que ofrecen.,negativo,precio
maestro,mujer,56,"Funciona para las pausas entre clases, sin comentarios.",neutro,
padre,hombre,71,"Como papá, valoro la atención y la comodidad de la cafetería.",positivo,
trabajador,hombre,49,El precio está demasiado alto para lo que ofrecen en la cafetería.,negativo,precio
madre,mujer,72,"Como mamá, valoro la calidez y la atención en la cafetería.",positivo,
maestro,hombre,37,"Como maestro, valoro el buen ambiente y el servicio de la cafetería.",positivo,
alumno,hombre,26,"Como alumno, el sabor de la comida en la cafetería de la Universidad Panamericana está mal; no sabe a nada y me deja con malestar.",negativo,sabor
alumno,mujer,25,"El precio está muy alto para lo que ofrecen, y la porción ya no compensa.",negativo,precio
trabajador,mujer,39,"Soy trabajadora y, para mí, la variedad es insuficiente; cada día termino eligiendo lo mismo y eso me desanima.",negativo,variedad
madre,mujer,58,"Como mamá, me encanta la cafetería de la Universidad Panamericana: buen ambiente y atención.",positivo,
padre,hombre,71,"Como padre de 71 años, la variedad de opciones en la cafetería es insuficiente y me deja decepcionado.",negativo,variedad
maestro,mujer,49,"El sabor de los platillos deja mucho que desear; como profesora, espero que mejore el servicio y la limpieza.",negativo,sabor
visita,mujer,61,"Como visitante, me encantó la atención y el ambiente; volveré.",positivo,
padre,hombre,75,"Las instalaciones están desastrosas; como padre de 75 años, la atención también podría mejorar.",negativo,instalaciones
alumno,mujer,26,"Como alumna, es suficiente para mi jornada universitaria.",neutro,
madre,mujer,67,"Sabor deficiente, y la atención deja mucho que desear para mí.",negativo,sabor
alumno,hombre,24,"Soy alumno, chico de 24 años, la cafetería está excelente y me salva entre clases.",positivo,
alumno,mujer,27,"Como alumna de 27, la cafetería siempre ofrece buen ambiente.",positivo,
alumno,mujer,24,"Sabor deficiente en la cafetería; como alumna de 24 años, no me convence.",negativo,sabor
trabajador,mujer,31,Las instalaciones están en mal estado y afectan mi día a día en la cafetería.,negativo,instalaciones
trabajador,hombre,27,La variedad es limitada y eso me frustra como trabajador.,negativo,variedad
alumno,hombre,29,La cafetería está bien para mi rutina diaria.,neutro,
alumno,hombre,26,El precio en la cafetería está alto y no compensa la calidad; además el sabor podría mejorar.,negativo,precio
alumno,mujer,21,"Me encanta la cafetería de la Panamericana, siempre encuentro opciones rápidas y sabrosas.",positivo,
alumno,mujer,25,"El precio está carísimo para la calidad que dan, como alumna de 25 años.",negativo,precio
trabajador,mujer,33,"Sabor deficiente en la cafetería, como trabajadora me preocupa la consistencia de los platillos.",negativo,sabor
alumno,mujer,29,"Como alumna, la cafetería está en punto medio.",neutro,
visita,hombre,61,"Como visitante, hombre, el precio está por las nubes y eso le resta valor a la cafetería.",negativo,precio
alumno,mujer,25,"La cafetería de la Panamericana está increíble, buen ambiente y servicio.",positivo,
padre,hombre,74,"Como padre de 74 años, la cafetería está muy bien para mí.",positivo,
alumno,hombre,30,El sabor de la comida es deficiente y eso arruina mi experiencia entre clases.,negativo,sabor
madre,mujer,42,"Como mamá de 42 años, el precio está muy alto y no vale lo que ofrecen en la cafetería de la Universidad Panamericana.",negativo,precio
alumno,hombre,28,"La cafetería está increíble, servicio rápido y buen ambiente para estudiar entre clases.",positivo,
alumno,mujer,23,"Precio alto para lo que ofrecen; como alumna, esperaba mejor relación costo-calidad.",negativo,precio
alumno,mujer,18,"La cafetería cumple, sin destacar ni fallas.",neutro,
alumno,mujer,25,"Como alumna, el precio está muy alto y el sabor no compensa.",negativo,precio
madre,mujer,43,"Como mamá, la cafetería es excelente y las opciones me encantan.",positivo,
madre,mujer,64,"Como madre de 64 años, valoro la cafetería por su atención amable y ambiente cómodo.",positivo,
alumno,mujer,25,Me sirve para estudiar entre clases.,neutro,
maestro,hombre,50,"Como profesor, valoro la buena atención y el ambiente.",positivo,
trabajador,hombre,31,"Como trabajador de la cafetería de la Universidad Panamericana, el servicio y el ambiente siempre son positivos.",positivo,
maestro,mujer,30,"Variedad insuficiente en la cafetería; como maestra de 30 años, me resulta frustrante.",negativo,variedad
padre,hombre,72,El sabor de la comida de la cafetería ya no me agrada; además la consistencia deja mucho que desear.,negativo,sabor
visita,mujer,17,La visita a la cafetería fue adecuada.,neutro,
alumno,mujer,20,"Como alumna de 20 años, el precio está muy alto, y la atención es lenta.",negativo,precio
trabajador,hombre,47,"La variedad es muy limitada; como trabajador de la universidad, ya me cansa.",negativo,variedad
madre,mujer,56,"El precio de los platillos está muy alto para lo que ofrecen, como madre.",negativo,precio
visita,mujer,65,"Como visitante mujer de 65 años, el sabor de la comida deja mucho que desear.",negativo,sabor
alumno,mujer,19,"Sabor decepcionante de los platillos, además la comida llega fría.",negativo,sabor
maestro,hombre,44,"Como profesor, la cafetería ofrece opciones ricas y un servicio muy atento.",positivo,
padre,hombre,59,"Como padre de 59 años, las instalaciones de la cafetería están descuidadas y de verdad afectan la experiencia.",negativo,instalaciones
padre,hombre,63,"Como padre de 63 años, me gusta la cafetería y el trato amable.",positivo,
trabajador,hombre,35,"Como trabajador, la variedad de opciones está muy limitada y eso me frustra durante mi hora de comida.",negativo,variedad
maestro,mujer,36,"Las instalaciones de la cafetería están mal cuidadas y, como maestra, el ambiente también me preocupa.",negativo,instalaciones
padre,hombre,73,"Como padre, la cafetería de la Universidad Panamericana está muy bien, excelente servicio.",positivo,
alumno,hombre,30,"La cafetería está excelente, buen ambiente y servicio ágil siempre.",positivo,
maestro,mujer,52,"Como profesora de 52 años, el sabor de la comida en la cafetería sigue decepcionando.",negativo,sabor
alumno,hombre,29,"La cafetería está bien, nada que destacar.",neutro,
maestro,mujer,31,"La cafetería cumple su función, solo observo algunos detalles.",neutro,
padre,hombre,80,"Como papá de ochenta, la cafetería se mantiene estable.",neutro,
madre,mujer,64,Me encanta la atención amable y la buena calidad de la cafetería.,positivo,
madre,mujer,41,"Como mamá, me encanta la cafetería, atienden súper y la comida está riquísima.",positivo,
alumno,mujer,23,"Como alumna, la variedad de platillos es muy limitada.",negativo,variedad
maestro,hombre,39,"Como maestro, la cafetería es adecuada, sin más.",neutro,
maestro,mujer,51,"Como profesora, valoro la consistencia y la amabilidad del equipo.",positivo,
maestro,mujer,59,"Como profesora de 59 años, el precio está alto para lo que ofrecen y la atención deja mucho que desear.",negativo,precio
alumno,mujer,29,"Sabor de la comida es regular; como alumna, espero platillos más sabrosos y una atención más amable.",negativo,sabor
visita,hombre,18,"La neta, como visitante, el sabor estuvo pésimo; la atención también dejó mucho que desear.",negativo,sabor
alumno,hombre,25,"Como alumno, la cafetería es práctica para estudiar entre clases.",neutro,
alumno,mujer,21,"Como alumna, el sabor de los platillos ha sido deficiente últimamente, y además el servicio y la higiene no han sido consistentes.",negativo,sabor
padre,hombre,59,"Como padre, el precio es excesivo para la calidad; la atención y el ambiente tampoco ayudan.",negativo,precio
padre,hombre,65,"Como padre de 65 años, me molesta la poca variedad de la cafetería de la Universidad Panamericana; siempre lo mismo.",negativo,variedad
visita,mujer,70,"La cafetería está bien, sin nada que resaltar.",neutro,
maestro,mujer,45,"Como profesora, la cafetería cumple para mis pausas.",neutro,
alumno,hombre,20,"Como alumno, la cafetería está bien, nada que resaltar.",neutro,
trabajador,hombre,33,"Como trabajador, la cafetería se mantiene estable y funcional.",neutro,
maestro,mujer,51,"Como profesora, el sabor de los platillos está deficiente y, además, la atención deja mucho que desear.",negativo,sabor
madre,mujer,58,La cafetería siempre me resulta muy agradable y la comida está deliciosa.,positivo,
alumno,hombre,21,"El precio de los platillos está por las nubes, y eso me desmotiva como alumno.",negativo,precio
padre,hombre,62,"Como padre, la cafetería de la universidad está bien.",neutro,
visita,mujer,38,"Como visitante, el sabor de los platillos dejó mucho que desear; no volveré.",negativo,sabor
alumno,mujer,18,La variedad de opciones en la cafetería está muy limitada y eso me dificulta almorzar entre clases.,negativo,variedad
alumno,hombre,26,,negativo,precio
padre,hombre,53,"Con 53 años, como padre, estoy muy satisfecho con la cafetería.",positivo,
padre,hombre,70,"Como padre, la experiencia es neutral.",neutro,
alumno,mujer,24,"Como alumna, la cafetería está muy bien, el personal siempre amable.",positivo,
alumno,hombre,17,La cafetería cumple con lo básico.,neutro,
maestro,mujer,47,"Como profesora, la cafetería mantiene un ambiente agradable y el servicio es excelente.",positivo,
alumno,mujer,26,El precio me parece alto para la calidad que ofrecen.,negativo,precio
maestro,mujer,35,"Como profesora de 35 años, el sabor de los platillos me decepciona; esperaría opciones más frescas.",negativo,sabor
alumno,hombre,22,Soy alumno de 22 años y la cafetería está bien.,neutro,
alumno,mujer,23,"Como alumna, me encanta la cafetería, siempre agradable y con buen ambiente.",positivo,
alumno,mujer,28,Me encanta la vibra de la cafetería y el servicio siempre amable.,positivo,
padre,hombre,51,"Como padre, la cafetería está estable, sin comentarios.",neutro,
maestro,mujer,59,"Como profesora de la Universidad Panamericana, el sabor de la comida sigue siendo deficiente y ya no me satisface entre mis clases.",negativo,sabor
alumno,mujer,17,"La cafetería está increíble, me encanta venir entre clases.",positivo,
maestro,mujer,51,"Como profesora, me gusta el ambiente agradable y el servicio eficiente.",positivo,
trabajador,hombre,41,"Como trabajador, la cafetería siempre atiende rápido y tiene buen ambiente.",positivo,
alumno,mujer,27,La cafetería de la Universidad Panamericana tiene un ambiente increíble y el personal siempre amable.,positivo,
padre,hombre,70,La cafetería funciona bien; espero que siga mejorando.,neutro,
alumno,mujer,19,Instalaciones deficientes arruinan mi experiencia como alumna; la atención y el mobiliario también dejan mucho que desear.,negativo,instalaciones
padre,hombre,66,La comida es excelente y el personal es muy atento.,positivo,
alumno,hombre,23,El precio está por las nubes y la comida no compensa.,negativo,precio
maestro,hombre,38,"Como profe, la cafetería de la Universidad Panamericana funciona muy bien para mis recesos.",positivo,
padre,hombre,46,"Como padre, la cafetería de la Universidad Panamericana está excelente.",positivo,
padre,hombre,47,La cafetería siempre me deja contento cuando voy a recoger a mi hijo.,positivo,
padre,hombre,58,"Como padre de familia de 58 años, la variedad de opciones en la cafetería es muy limitada y ya me tiene harto.",negativo,variedad
alumno,mujer,22,"La cafetería está bien, sin nada que destacar.",neutro,
alumno,mujer,25,"Como alumna, la cafetería cubre mis necesidades diarias.",neutro,
alumno,hombre,23,La vibra de la cafetería de la Universidad Panamericana es muy buena y el servicio siempre rápido.,positivo,
maestro,hombre,42,"Precio alto, como maestro, se siente caro para consumir a diario y la atención podría mejorar.",negativo,precio
maestro,mujer,36,"Como profesora, la cafetería siempre tiene ambiente agradable y servicio cordial.",positivo,
alumno,hombre,24,"La variedad en la cafetería es muy limitada y siempre la misma, me gustaría más opciones.",negativo,variedad
maestro,mujer,32,"Como profesora, la cafetería funciona bien a diario.",neutro,
alumno,hombre,28,"La cafetería está muy bien, siempre me deja contento entre clases.",positivo,
maestro,mujer,41,"Como maestra, esperaba más variedad en la cafetería; la oferta actual no me satisface.",negativo,variedad
maestro,hombre,42,"Como profesor, mantengo una postura neutra sobre la cafetería.",neutro,
alumno,mujer,26,"Me encanta la cafetería, la vibra universitaria y la atención amable.",positivo,
alumno,mujer,29,"El precio está muy alto para lo que ofrecen; como alumna, ya no me conviene.",negativo,precio
alumno,mujer,23,La variedad de opciones es muy pobre; siempre lo mismo y eso me tiene cansada.,negativo,variedad
alumno,mujer,28,Variedad insuficiente en la cafetería; entre clases ya no encuentro opciones.,negativo,variedad
alumno,hombre,21,"La cafetería está excelente, la comida siempre me alegra el día.",positivo,
trabajador,hombre,35,El ambiente y el servicio me ayudan a seguir con la jornada.,positivo,
trabajador,mujer,44,"La variedad de opciones es deficiente y ya me cansó, como trabajadora necesito más alternativas para mis turnos.",negativo,variedad
trabajador,hombre,43,Mi principal queja es el sabor de la comida en la cafetería; está muy por debajo de lo que esperaba como trabajador.,negativo,sabor
maestro,hombre,42,"Como maestro, la cafetería cumple para mi rutina diaria.",neutro,
madre,mujer,50,"Como mamá de 50 años, la cafetería tiene buen ambiente y servicio; me encanta venir.",positivo,
alumno,hombre,19,"La cafetería está chida, servicio rápido y ambiente perfecto para estudiar.",positivo,
maestro,mujer,57,"Como maestra de 57 años, el precio me parece abusivo y la experiencia en la cafetería no compensa.",negativo,precio
trabajador,hombre,47,"Como trabajador de la cafetería, la variedad es muy limitada; siempre lo mismo.",negativo,variedad
alumno,hombre,30,La cafetería está bien; nada que destacar en este momento.,neutro,
visita,mujer,56,"La visita fue adecuada, sin incidencias.",neutro,
padre,hombre,41,"Como padre, disfruto la cafetería; buen ambiente para estudiar.",positivo,
alumno,mujer,28,"El sabor de la comida en la cafetería no me convence, y el precio me parece alto.",negativo,sabor
alumno,hombre,30,La variedad de opciones es poca y no hay sorpresas.,negativo,variedad
alumno,hombre,20,Está bien para pasar entre clases.,neutro,
maestro,hombre,49,"Como profesor de 49 años, el sabor de las comidas me resulta decepcionante.",negativo,sabor
maestro,hombre,59,"Como maestro de 59 años, el precio está más alto de lo razonable y la experiencia ya no compensa.",negativo,precio
madre,mujer,54,El precio está carísimo y ya no me alcanza como madre para la comida en la cafetería de la Universidad Panamericana; la limpieza también deja mucho que desear.,negativo,precio
alumno,hombre,24,"Está bien, solo espero que mantengan el ambiente.",neutro,
madre,mujer,48,"La variedad de opciones es insuficiente; como madre, me preocupa que no haya alternativas para todos los gustos.",negativo,variedad
alumno,hombre,22,La cafetería cumple con lo básico.,neutro,
trabajador,hombre,44,La cafetería está chida y el servicio siempre me cae bien.,positivo,
madre,mujer,67,El sabor de la comida de la cafetería me decepciona.,negativo,sabor
madre,mujer,65,"Como mamá de 65 años, valoro mucho la atención y el ambiente de la cafetería.",positivo,
trabajador,hombre,46,La variedad de opciones en la cafetería es poca y me dificulta mi hora de comida.,negativo,variedad
alumno,mujer,28,"Como alumna de 28 años, me encanta la cafetería de la Universidad Panamericana: ambiente agradable y buen servicio.",positivo,
maestro,hombre,57,"Como profesor, la cafetería mantiene buen sabor y buena atención.",positivo,
visita,mujer,29,"La experiencia en la cafetería fue neutral, sin incidencias.",neutro,
alumno,mujer,26,"Variedad insuficiente en la carta, y casi siempre lo mismo; eso me quita las ganas de comer aquí.",negativo,variedad
maestro,mujer,41,"Como profesora de 41 años, el sabor de los platillos en la cafetería de la Universidad Panamericana deja mucho que desear.",negativo,sabor
alumno,hombre,19,El sabor de la comida de la cafetería no me convence.,negativo,sabor
alumno,hombre,27,"Como alumno, está bien; nada fuera de lo común.",neutro,
alumno,mujer,26,El sabor de la comida está pésimo; la atención podría mejorar.,negativo,sabor
visita,hombre,23,"Precio alto para lo que ofrecen, como visitante, la atención deja mucho que desear.",negativo,precio
visita,hombre,77,"Como visitante mayor, aprecio la atención y el ambiente; volveré pronto.",positivo,
madre,mujer,65,El precio está muy alto para mi presupuesto y la atención deja mucho que desear.,negativo,precio
alumno,hombre,30,"Como alumno de 30 años, el sabor de la comida me sabe mal y no acompaña mis días de clase.",negativo,sabor
padre,hombre,48,"Como padre, los precios en la cafetería están por las nubes y ya no se justifican.",negativo,precio
alumno,mujer,24,"Como alumna de 24 años, la cafetería de la universidad está increíble y la atención y el ambiente me encantan.",positivo,
alumno,mujer,30,"Sabor decepcionante en la cafetería; como alumna de 30 años, la atención también deja mucho que desear.",negativo,sabor
alumno,mujer,19,"Precio alto, como alumna de 19 años, me cuesta justificar comer aquí.",negativo,precio
padre,hombre,61,"Variedad insuficiente, como papá de 61 años, no me conviene.",negativo,variedad
maestro,hombre,36,"Con 36 años, como profesor, la cafetería cumple.",neutro,
visita,hombre,29,"La visita estuvo normal, sin grandes impresiones.",neutro,
madre,mujer,74,"Como mamá mayor, me encanta la cafetería, atienden con calidez y buen ambiente.",positivo,
madre,mujer,80,Me encanta la atención y las opciones; siempre me siento muy bien.,positivo,
padre,hombre,56,"Como padre de familia, el precio está muy alto para lo que ofrecen en la cafetería.",negativo,precio
alumno,mujer,18,"Como alumna de 18 años, las instalaciones de la cafetería están en pésimas condiciones y eso arruina la experiencia.",negativo,instalaciones
alumno,mujer,28,"El sabor de los platillos de la cafetería está decepcionante; además, la atención dejó mucho que desear.",negativo,sabor
alumno,hombre,28,La atención es muy buena y el lugar es cómodo para estudiar.,positivo,
alumno,hombre,30,"Como alumno, la cafetería cumple, sin destacar.",neutro,
alumno,hombre,20,La cafetería cumple con lo básico para estudiar entre clases.,neutro,
maestro,hombre,46,"Como docente de la universidad, la cafetería mantiene un nivel excelente y el personal siempre atento.",positivo,
alumno,mujer,27,La cafetería está muy buena y me encanta.,positivo,
trabajador,hombre,38,La atención en la cafetería es buena y el ambiente está relajado.,positivo,
padre,hombre,74,"Como papá, la cafetería de la Universidad Panamericana tiene buen ambiente y atención.",positivo,
madre,mujer,46,"Como mamá, la cafetería de la Universidad Panamericana funciona muy bien; me encanta el ambiente y la atención.",positivo,
visita,mujer,19,"Como visitante, me encantó la cafetería; el personal fue muy amable y el ambiente genial.",positivo,
madre,mujer,70,"Como mamá de 70 años, la comida está rica y el personal muy atento.",positivo,
maestro,hombre,37,"Como profesor de 37 años, la variedad de opciones es muy limitada y eso resulta frustrante.",negativo,variedad
alumno,mujer,22,"Como alumna, la cafetería siempre me anima entre clases.",positivo,
padre,hombre,56,,neutro,
maestro,hombre,36,"Como profesor de 36 años, la cafetería está muy bien.",positivo,
padre,hombre,44,"Como papá, el precio es excesivo para lo que ofrecen, y la calidad de los platillos deja mucho que desear.",negativo,precio
alumno,mujer,17,"Me encanta la cafetería de la Universidad Panamericana, siempre buena vibra y buen sabor.",positivo,
alumno,hombre,26,La cafetería funciona bien y me resulta práctica para estudiar.,neutro,
trabajador,mujer,47,"Como trabajadora de la Universidad Panamericana, de 47 años, la variedad en la cafetería deja mucho que desear y la oferta es repetitiva.",negativo,variedad
alumno,mujer,18,"Me encanta la cafetería, siempre con buena vibra y opciones rápidas.",positivo,
trabajador,mujer,29,"Como trabajadora de la Universidad Panamericana, la cafetería tiene buen ambiente y servicio.",positivo,
madre,mujer,78,El precio está muy alto; como mamá de 78 años me cuesta pagar.,negativo,precio
padre,hombre,65,"Como padre, valoro la atención amable y el buen ambiente de la cafetería.",positivo,
maestro,hombre,39,"Como profesor, la cafetería siempre mantiene buen ambiente y servicio.",positivo,
madre,mujer,57,"Como mamá de la Universidad Panamericana, la cafetería está muy bien.",positivo,
alumno,mujer,26,Me encanta la cafetería; siempre me atienden rápido y el ambiente del campus es genial.,positivo,
madre,mujer,75,"El sabor de los platillos ya no me convence; como mamá de 75 años, sigo esperando algo más sabroso.",negativo,sabor
alumno,hombre,29,"La cafetería está bien, pero podría mejorar.",neutro,
padre,hombre,51,"Como padre, la cafetería cumple sin mayores contratiempos.",neutro,
madre,mujer,60,"El precio es alto para lo que ofrecen; como madre, esperaba más.",negativo,precio
madre,mujer,53,"Como mamá, la cafetería funciona, nada fuera de lo normal.",neutro,
maestro,mujer,40,"Como profesora, me encanta cómo cuidan la cafetería; siempre hay buena energía.",positivo,
visita,mujer,20,"Me encantó la cafetería, buen ambiente y servicio, perfecto para mi visita.",positivo,
madre,mujer,72,"Con 72 años, como madre, la variedad en la cafetería es muy limitada y me deja poco para elegir.",negativo,variedad
maestro,hombre,55,"Como maestro, valoro la calidad y el ambiente de la cafetería.",positivo,
trabajador,hombre,37,"Sabor deficiente en la comida de la cafetería; como trabajador, estoy insatisfecho.",negativo,sabor
alumno,hombre,18,"La cafetería de la uni está chida, buen ambiente y atención.",positivo,
maestro,mujer,59,"Como profesora, la cafetería se ajusta a mi jornada.",neutro,
maestro,hombre,49,"Como profesor, las instalaciones de la cafetería están muy deterioradas; mobiliario incómodo, ventilación deficiente y limpieza irregular hacen difícil trabajar entre clases.",negativo,instalaciones
maestro,mujer,53,"Variedad muy limitada en la cafetería; como profesora de 53 años, esperaba más opciones.",negativo,variedad
madre,mujer,65,"Como mamá, valoro la buena atención y la variedad de la cafetería.",positivo,
madre,mujer,66,La cafetería funciona bien; me sirve.,neutro,
madre,mujer,65,"Precio elevado en la cafetería; como madre, siento que no vale lo que ofrecen.",negativo,precio
padre,hombre,53,Es una opción razonable para la cafetería de la universidad.,neutro,
trabajador,hombre,32,El sabor de las comidas de la cafetería sigue sin convencerme; como trabajador esperaba algo más consistente.,negativo,sabor
alumno,mujer,19,Sabor de los platillos está muy regular y la atención también deja mucho que desear.,negativo,sabor
alumno,mujer,21,La cafetería está bien para estudiar entre clases.,neutro,
visita,hombre,17,"La cafetería está muy bien, buen servicio y ambiente.",positivo,
trabajador,hombre,40,"Precio alto, como empleado, la atención deja mucho que desear.",negativo,precio
alumno,mujer,26,"Como alumna, la cafetería cumple, sin sorpresas.",neutro,
madre,mujer,48,"Como mamá, el sabor de la comida de la cafetería me deja insatisfecha.",negativo,sabor
visita,hombre,54,Muy buena atención y ambiente; volveré cuando visite la universidad.,positivo,
alumno,mujer,24,"La cafetería funciona bien; nada notable, pero útil para clases.",neutro,
alumno,hombre,20,La cafetería de la UP nunca falla y me da energía para estudiar.,positivo,
padre,hombre,55,"Como papá, el precio está muy alto para lo que ofrecen; no vale la pena.",negativo,precio
padre,hombre,78,"El precio está por las nubes; como papá de 78 años, me duele cada visita.",negativo,precio
trabajador,mujer,39,"Como trabajadora, la cafetería es funcional.",neutro,
trabajador,mujer,33,"Como trabajadora, el sabor de la comida de la cafetería no me convence.",negativo,sabor
maestro,hombre,55,"El precio está demasiado alto para la calidad que ofrecen, como maestro.",negativo,precio
padre,hombre,46,"Como padre, el sabor de la comida en la cafetería está deficiente y deja mucho que desear.",negativo,sabor
trabajador,hombre,50,"Como trabajador, las instalaciones de la cafetería están en mal estado y me complican el día.",negativo,instalaciones
alumno,mujer,24,"El precio me parece alto para lo que ofrece la cafetería de la Universidad Panamericana; como alumna, ya no quiero volver.",negativo,precio
alumno,mujer,26,La variedad en la cafetería es poca y me aburro cada semana.,negativo,variedad
alumno,hombre,24,"La cafetería está bien, nada extraordinario, pero suficiente.",neutro,
trabajador,hombre,46,"Sabor decepcionante, como trabajador, la comida no sabe bien y la atención podría mejorar.",negativo,sabor
alumno,mujer,30,El precio en la cafetería de la uni está muy alto para una alumna como yo; la atención deja mucho que desear.,negativo,precio
alumno,mujer,30,"La cafetería de la Panamericana está bien, podría mejorar.",neutro,
visita,hombre,76,"Como visitante, me gustó mucho la atención y la variedad.",positivo,
alumno,hombre,21,"La cafetería está bien, sin nada que añadir por ahora.",neutro,
madre,mujer,43,"La variedad de opciones en la cafetería, como madre de 43 años, ya no me convence.",negativo,variedad
maestro,hombre,35,"Como profesor, la cafetería está genial para recargar energías entre clases.",positivo,
alumno,mujer,22,La variedad es insuficiente; siempre lo mismo y quiero más opciones.,negativo,variedad
padre,hombre,64,Las instalaciones de la cafetería de la Panamericana me incomodan; soy padre de 64 años.,negativo,instalaciones
madre,mujer,51,La cafetería me atiende fenomenal y las opciones siempre me resultan prácticas.,positivo,
padre,hombre,73,"Como padre de familia de 73 años, siento que los precios son demasiado altos para lo que ofrecen.",negativo,precio
madre,mujer,41,"Como mamá de 41 años, el precio en la cafetería de la Universidad Panamericana está por las nubes y la atención podría mejorar.",negativo,precio
trabajador,hombre,31,La cafetería siempre me recibe con buena vibra y servicio atento.,positivo,
padre,hombre,51,"Como padre de 51 años, el sabor de los platillos de la cafetería ya no me convence.",negativo,sabor
padre,hombre,43,"Como padre, la cafetería está excelente y el servicio siempre es amable.",positivo,
maestro,mujer,52,"Precio alto en la cafetería; como profesora me desanima, además la atención y la limpieza podrían mejorar.",negativo,precio
alumno,hombre,19,"Como alumno de 19 años, el sabor de lo que venden no me convence y podría mejorar la atención.",negativo,sabor
alumno,hombre,29,"Como alumno, la cafetería me encanta, buena vibra y opciones variadas.",positivo,
alumno,mujer,29,"El sabor de la comida en el campus la neta no me convence, podría mejorar.",negativo,sabor
madre,mujer,51,"Como mamá de 51 años, el precio está por las nubes y la porción no compensa.",negativo,precio
visita,hombre,43,"Como visita, el sabor de la comida dejó mucho que desear.",negativo,sabor
maestro,mujer,42,"Como maestra, la cafetería me resulta adecuada para mis días.",neutro,
